argument,ground truth,source,lie veracity,lie0,lie1,honest veracity,honest0,honest1
mike pence regrets that trump did'nt do more to reverse territorial gains made by the gay agenda,FALSE,https://www.yourfeed.social/static/images/stimulii/aj/pence regrets that trump didnt do more to reverse gay agenda,TRUE,,,FALSE,,
"planned parenthood announced ""abort-a-palooza"" on april 2",FALSE,https://www.yourfeed.social/static/images/stimulii/aj/planned parenthood announced abort-a-palooza,TRUE,,,FALSE,,
police told to investigate thousands of fake biden votes found at wisconsin,FALSE,https://www.yourfeed.social/static/images/stimulii/aj/police told to investigate thousands of fake biden votes,TRUE,,,FALSE,,
"portland to allow furries to defecate, mate in city dog parks",FALSE,https://www.yourfeed.social/static/images/stimulii/aj/portland to allow furries to defecate mate in dog parks,TRUE,,,FALSE,,
"president says california fires made worse by ""windmills making so much wind""",FALSE,https://www.yourfeed.social/static/images/stimulii/aj/president says ca fires made worse by windmills,TRUE,,,FALSE,,
"prominent dem arrested, charged with 6 felony charges",FALSE,https://www.yourfeed.social/static/images/stimulii/aj/prominent dem arrested charged with 6 felonies,TRUE,,,FALSE,,
republican senator unveils plan to send all of america's teachers through a marine bootcamp,FALSE,https://www.yourfeed.social/static/images/stimulii/aj/republican senator unveils plan to send teachers to marine bootcamp.jpeg,TRUE,,,FALSE,,
"rnc quietly removes ""supporting american democracy"" from party platform",FALSE,https://www.yourfeed.social/static/images/stimulii/aj/rnc quietly removes supporting american democracy from platform,TRUE,,,FALSE,,
"rubio: ""rape victims should be in custody if there is suspicion that they're planning abortion""",FALSE,https://www.yourfeed.social/static/images/stimulii/aj/rubio rape victims should be in custody if there is suspicion that they_re planning abortion.jpeg,TRUE,,,FALSE,,
russian hackers insert porn pages into married man's browser history,FALSE,https://www.yourfeed.social/static/images/stimulii/aj/russian hackers insert porn pages into married mans browser history,TRUE,,,FALSE,,
saudi arabia forces whatsapp to veil emojis,FALSE,https://www.yourfeed.social/static/images/stimulii/aj/saudi arabia forces whatsapp to veil emojis,TRUE,,,FALSE,,
"michelle obama files for divorce after shocking revelation; barack obama admits: ""I'm gay!""",FALSE,https://www.yourfeed.social/static/images/stimulii/aj/shocking revelation and divorce after obama admits gay,TRUE,,,FALSE,,
george soros arrested in philadelphia for election interference - judge orders media blackout,FALSE,https://www.yourfeed.social/static/images/stimulii/aj/soros arrested in philadelphia election interference,TRUE,,,FALSE,,
supreme court can extend trump's term by up to 3 years if he's acquitted in the senate,FALSE,https://www.yourfeed.social/static/images/stimulii/aj/supreme court can extend trumps term by up to 3 years,TRUE,,,FALSE,,
the dating website for trump supporters finally attracted its first female member,FALSE,https://www.yourfeed.social/static/images/stimulii/aj/the dating website for trump supporters finally attracted its first female member.jpeg,TRUE,,,FALSE,,
the definitve case proving trump won the election,FALSE,https://www.yourfeed.social/static/images/stimulii/aj/the definitve case proving trump won the election,TRUE,,,FALSE,,
trans species man who identifies as deer accidentally shot by hunters,FALSE,https://www.yourfeed.social/static/images/stimulii/aj/trans species man who identifies as deer accidentally shot by hunters,TRUE,,,FALSE,,
"trump administration to launch ""black beans matter campaign""",FALSE,https://www.yourfeed.social/static/images/stimulii/aj/trump administration to launch black beans matter campaign,TRUE,,,FALSE,,
trump science advisor denies apollo moon landing ever happened,FALSE,https://www.yourfeed.social/static/images/stimulii/aj/trump advisor denies moon landing.png,TRUE,,,FALSE,,
trump asks scotus to force states to count votes using three-fifths compromise,FALSE,https://www.yourfeed.social/static/images/stimulii/aj/trump asks scotus to force states to count votes,TRUE,,,FALSE,,
breaking: Trump just declared to ban full-face veils in public places. do you support this?,FALSE,https://www.yourfeed.social/static/images/stimulii/aj/Trump ban veils.jpeg,TRUE,,,FALSE,,
trump claims kanye west stole his black votes,FALSE,https://www.yourfeed.social/static/images/stimulii/aj/trump claims kanye stole his black votes,TRUE,,,FALSE,,
"trump claims pfizer and moderna ""had never even heard of vaccines"" until he told them to make one",FALSE,https://www.yourfeed.social/static/images/stimulii/aj/trump claims pfizer and moderna had never even heard of vaccines,TRUE,,,FALSE,,
"trump activates executive order: deploys u.s. military to fight domestic ""cyber warfare coup""",FALSE,https://www.yourfeed.social/static/images/stimulii/aj/trump deploys us mlitary to fight domestic cyber warfare coup,TRUE,,,FALSE,,
trump organization wins lucrative contract to rebuild syrian airport,FALSE,https://www.yourfeed.social/static/images/stimulii/aj/trump organization wins lucrative contract to rebuild syrian airport.jpeg,TRUE,,,FALSE,,
"trump pays giuliani $130,00 to stay silent from now on",FALSE,https://www.yourfeed.social/static/images/stimulii/aj/trump pays giuliani 130k to stay silent.jpeg,TRUE,,,FALSE,,
donald trump proposes one child law for hispanics,FALSE,https://www.yourfeed.social/static/images/stimulii/aj/trump proposes one child law for hispanics,TRUE,,,FALSE,,
trump signs executive order declaring himself actual winner of 2020 election,FALSE,https://www.yourfeed.social/static/images/stimulii/aj/trump signs executive order declaring himself actual winner of 2020 election,TRUE,,,FALSE,,
"trump tells supreme court he ""really wanted to be president again""",FALSE,https://www.yourfeed.social/static/images/stimulii/aj/trump tells supreme court he really wanted to be president,TRUE,,,FALSE,,
"trump voter wants taco bell shut down for ""being too mexican""",FALSE,https://www.yourfeed.social/static/images/stimulii/aj/trump voter wants taco bell shut down for being too mexican,TRUE,,,FALSE,,
"w.h. white house staffers defect, releasing private tape recording that has trump silent",FALSE,https://www.yourfeed.social/static/images/stimulii/aj/white house staffers defect releasing rivate trump tape recording.jpeg,TRUE,,,FALSE,,
white nationalists granted permit for mock hanging outside afro-american museum,FALSE,https://www.yourfeed.social/static/images/stimulii/aj/white nationalists granted permit for mock hanging outside afro american museum,TRUE,,,FALSE,,
woman sues samsung for $1.8 million after cell phone gets stuck inside her vagina,FALSE,https://www.yourfeed.social/static/images/stimulii/aj/woman sues samsung for millions after cell phone gets stuck,TRUE,,,FALSE,,
"7-year-old N.C. girl is fatally shot, allegedlt by man who was released from jail hours earlier",TRUE,https://www.yourfeed.social/static/images/stimulii/aj/r_7year old girl is fatally shot.png,FALSE,,,TRUE,,
accused hate groups receive pandemic aid,TRUE,https://www.yourfeed.social/static/images/stimulii/aj/r_accused hate groups receive pandemic aid,FALSE,,,TRUE,,
agents raid home of fired florida data scientist who built covid-19 dashboard,TRUE,https://www.yourfeed.social/static/images/stimulii/aj/r_agents raise home of fired florida data scientist who built covid19 dashboard,FALSE,,,TRUE,,
all 50 states and dc have now certified their presidential election results,TRUE,https://www.yourfeed.social/static/images/stimulii/aj/r_all 50 states and dc certified election results,FALSE,,,TRUE,,
arizona man sentenced for role in neo-nazi plot targeting journalists,TRUE,https://www.yourfeed.social/static/images/stimulii/aj/r_arizona man sentenced for role in neo-nazi plot,FALSE,,,TRUE,,
"armed mexicans were smuggled in to guard border wall, whistle-blower say",TRUE,https://www.yourfeed.social/static/images/stimulii/aj/r_armed mexicans were smuggled in to guard wall,FALSE,,,TRUE,,
"as supreme court reconsiders jim crow-era split juries, past cases could earn new trials",TRUE,https://www.yourfeed.social/static/images/stimulii/aj/r_as supreme court reconsiders jim crow era split juries past cases could earn new trials,FALSE,,,TRUE,,
jocelyn benson: armed protestors flock to michigan official's home,TRUE,https://www.yourfeed.social/static/images/stimulii/aj/r_benson armed protestors flock to michigan officials home,FALSE,,,TRUE,,
biden may keep some trump policies on trade,TRUE,https://www.yourfeed.social/static/images/stimulii/aj/r_biden may keep some trump policies on trade,FALSE,,,TRUE,,
biden's pick of retired general for pentagon is criticized for breaching civilian control,TRUE,https://www.yourfeed.social/static/images/stimulii/aj/r_bidens pick of retired general for pentagon criticized,FALSE,,,TRUE,,
black lives matter power grab sets off internal revolt,TRUE,https://www.yourfeed.social/static/images/stimulii/aj/r_blm power grab sets off internal revolt,FALSE,,,TRUE,,
border patrol settles lawsuit with us citizens detained after an agent heard them speaking...,TRUE,https://www.yourfeed.social/static/images/stimulii/aj/r_border patrol settles lawsuit with detained us citizens,FALSE,,,TRUE,,
"child rapist, violent criminals arrested crossing mexico border into u.s.",TRUE,https://www.yourfeed.social/static/images/stimulii/aj/r_child rapist arrested crossing mexico border,FALSE,,,TRUE,,
u.s. charges four chinese hackers with massive equifax breach,TRUE,https://www.yourfeed.social/static/images/stimulii/aj/r_chinese hackers charged with equifax breach.png,FALSE,,,TRUE,,
church identified as hate group gets permit in minnesota,TRUE,https://www.yourfeed.social/static/images/stimulii/aj/r_church identified as hate group gets permit in minnesota,FALSE,,,TRUE,,
conservative pennsylvania congressmen resigns amid abortion scandal,TRUE,https://www.yourfeed.social/static/images/stimulii/aj/r_cons congressmen resigns.png,FALSE,,,TRUE,,
"conservative groups form coalition to ""aggressively"" oppose socialized medicine in us",TRUE,https://www.yourfeed.social/static/images/stimulii/aj/r_cons groups aggressively opposite soc health care.png,FALSE,,,TRUE,,
convict who thanked NY dems for abolishing bail arrested for 140th time,TRUE,"https://www.yourfeed.social/static/images/stimulii/aj/r_convict thanks NY dems, arrested for 140th time",FALSE,,,TRUE,,
democrats won't stop the madness until they're stopped,TRUE,https://www.yourfeed.social/static/images/stimulii/aj/r_democratswontstopthemadness,FALSE,,,TRUE,,
desperate: biden blames trump for deaths of black transgender women,TRUE,https://www.yourfeed.social/static/images/stimulii/aj/r_desperatebidenblamestrump,FALSE,,,TRUE,,
ex-u.s. homeland security official to give congressional testimony,TRUE,https://www.yourfeed.social/static/images/stimulii/aj/r_ex us homeland security official to give testimony,FALSE,,,TRUE,,
justice dept/ says facts did not justify continued wiretap of trump aide,TRUE,https://www.yourfeed.social/static/images/stimulii/aj/r_facts did not justify wiretap of trump aide.png,FALSE,,,TRUE,,
"falling sales, job losses and bankruptcies: pain spreads across coal country",TRUE,https://www.yourfeed.social/static/images/stimulii/aj/r_falling sales job losses and bankruptcies,FALSE,,,TRUE,,
"families sue california, say state fails to educate low-income students of color amid pandemic",TRUE,https://www.yourfeed.social/static/images/stimulii/aj/r_families sue california for failing to educate low-income students of color amid pandemic,FALSE,,,TRUE,,
fans celebrate 'jeopardy!' contestant for shining light on bisexuality,TRUE,https://www.yourfeed.social/static/images/stimulii/aj/r_fans celebrate jeopardy contestant for shining light on bisexuality,FALSE,,,TRUE,,
federal court upholds block on in-person medication abortion requirements,TRUE,https://www.yourfeed.social/static/images/stimulii/aj/r_federal court upholds block on in-person medication abortion requirements,FALSE,,,TRUE,,
fired coronavirus scientist discusses judge who approved raid,TRUE,https://www.yourfeed.social/static/images/stimulii/aj/r_fired coronavirus scientist discusses judge who approved raid,FALSE,,,TRUE,,
fired cybersecurity chief sues trump lawyer over call for him to be shot,TRUE,https://www.yourfeed.social/static/images/stimulii/aj/r_fired cybersecurity chief sues trump lawyer,FALSE,,,TRUE,,
girls sue to block participation of transgender athletes,TRUE,https://www.yourfeed.social/static/images/stimulii/aj/r_girls sue to block transgender athletes.png,FALSE,,,TRUE,,
gop megadonor sheldon adelson readies 2021 lobbying blitz to bring casinos to texas,TRUE,https://www.yourfeed.social/static/images/stimulii/aj/r_gop megadonor adelson readies lobbying blitz,FALSE,,,TRUE,,
"illinois Governois signs abortion protection bill pro-life groups call a ""death penalty""",TRUE,https://www.yourfeed.social/static/images/stimulii/aj/r_Gov signs abortion bill.png,FALSE,,,TRUE,,
"hartford detective demoted, suspended for suggesting bet on first homicide",TRUE,https://www.yourfeed.social/static/images/stimulii/aj/r_hartford detective demoted suspended,FALSE,,,TRUE,,
house votes to expand marijuana research,TRUE,https://www.yourfeed.social/static/images/stimulii/aj/r_house votes to exapnd marijuana research,FALSE,,,TRUE,,
"hunter biden agrees to pay monthly child support, ending standoff over contempt",TRUE,https://www.yourfeed.social/static/images/stimulii/aj/r_hunter biden agrees to pay child support.png,FALSE,,,TRUE,,
joe biden's son hunter biden under federal investigation for tax case,TRUE,https://www.yourfeed.social/static/images/stimulii/aj/r_hunter biden under federal investigation,FALSE,,,TRUE,,
"illegal immigrants freed from detection after court order have been re-arrested for sex, drug crimes",TRUE,https://www.yourfeed.social/static/images/stimulii/aj/r_illegal immigrants re-arrested,FALSE,,,TRUE,,
"johns hopkins, long believed by university to be abolitionist, owned slaves, records show",TRUE,https://www.yourfeed.social/static/images/stimulii/aj/r_johns hopkins owned slaves records show,FALSE,,,TRUE,,
justice department sues alabama over prison conditions,TRUE,https://www.yourfeed.social/static/images/stimulii/aj/r_justice dept sues alabama over prison conditions,FALSE,,,TRUE,,
rush limbaugh awarded presidential medal of freedom at state of the union,TRUE,https://www.yourfeed.social/static/images/stimulii/aj/r_limbaugh gets medal of freedom.png,FALSE,,,TRUE,,
tennessee man lights joint in court to plead for marijuana legalization,TRUE,https://www.yourfeed.social/static/images/stimulii/aj/r_man lights joint in court to protest.png,FALSE,,,TRUE,,
mckinsey apologizes for helping purdue pharma 'turbocharge' opiod sales,TRUE,https://www.yourfeed.social/static/images/stimulii/aj/r_mckinsey apologizes for helping purdue,FALSE,,,TRUE,,
"media praise xavier becerra, a partisan warrior who constantly sued trump",TRUE,https://www.yourfeed.social/static/images/stimulii/aj/r_media praise xavier becerra partisan warrior,FALSE,,,TRUE,,
melania trump 'just wants to go home',TRUE,https://www.yourfeed.social/static/images/stimulii/aj/r_melania trump just wants to go home,FALSE,,,TRUE,,
michigan gop sidelines democrat for her 'unacceptable' response to lynching threats,TRUE,https://www.yourfeed.social/static/images/stimulii/aj/r_michigan gop sidelines democrat for her unacceptable response,FALSE,,,TRUE,,
militia group leader guilty of minnesota mosque pipe bimb attack,TRUE,https://www.yourfeed.social/static/images/stimulii/aj/r_militia group leader guilty of pipe bimb attack,FALSE,,,TRUE,,
"montana republican refuses to quit over call for socialists to be ""jailed or shot""",TRUE,https://www.yourfeed.social/static/images/stimulii/aj/r_montana republican says socialists should be shot.png,FALSE,,,TRUE,,
most companies expect little to no benefit from china deal,TRUE,https://www.yourfeed.social/static/images/stimulii/aj/r_most companies expect little benefit from china deal.png,FALSE,,,TRUE,,
"newsmax plans expansion to capitalize on trump support, anger at fox news",TRUE,https://www.yourfeed.social/static/images/stimulii/aj/r_newsmax plans expansion to capitalize on anger at fox news,FALSE,,,TRUE,,
oregon eviction protest fueled by history of gentrification,TRUE,https://www.yourfeed.social/static/images/stimulii/aj/r_oregon eviction protest fueld by history of gentrification,FALSE,,,TRUE,,
poll: just a quarter of republicans accept election outcome,TRUE,https://www.yourfeed.social/static/images/stimulii/aj/r_poll just a quarter of republicans accept election,FALSE,,,TRUE,,
"priest in rhode island says abortion is worse than pedophilia, which ""doesn't kill anyone""",TRUE,https://www.yourfeed.social/static/images/stimulii/aj/r_priest says abortion is worse than pedophilia.png,FALSE,,,TRUE,,
pro-life democrat says party's stance on abortion is inconsistent with democrat values,TRUE,https://www.yourfeed.social/static/images/stimulii/aj/r_prolife dems says abortion is against dem values.png,FALSE,,,TRUE,,
"rats besiege new york chipotle, eating avocados and attacking staff",TRUE,https://www.yourfeed.social/static/images/stimulii/aj/r_rats besiege new york chipotle,FALSE,,,TRUE,,
"rep. omar, 'the squad' members have a to-do list for biden",TRUE,https://www.yourfeed.social/static/images/stimulii/aj/r_rep omar squad members have a to do list for biden,FALSE,,,TRUE,,
report questions effectiveness of active shooter drills in schools,TRUE,https://www.yourfeed.social/static/images/stimulii/aj/r_report questions effectiveness of active shooter drills.png,FALSE,,,TRUE,,
plant a trillion trees: republicans offer fossil-friendly climate fix,TRUE,https://www.yourfeed.social/static/images/stimulii/aj/r_reps suggest planting trillion tree to fix climate.png,FALSE,,,TRUE,,
school principal sues over dismissal for sharing conservative memes on facebook,TRUE,https://www.yourfeed.social/static/images/stimulii/aj/r_school principal sues over dismissal,FALSE,,,TRUE,,
soccer players walk out of match in paris after referee accused of making racist remark,TRUE,https://www.yourfeed.social/static/images/stimulii/aj/r_soccer players walk out of match in paris after racist remark,FALSE,,,TRUE,,
solid earnings send stock indexes higher on wall street,TRUE,https://www.yourfeed.social/static/images/stimulii/aj/r_solid earnings stock indexes wall street.png,FALSE,,,TRUE,,
"""a blood lust"" : spree of federal executions unprecedented during lame-duck period is unprecedented",TRUE,https://www.yourfeed.social/static/images/stimulii/aj/r_spree of federal executions unprecedented during lame duck period,FALSE,,,TRUE,,
stealing to survive: more americans are shoplifting food as aid runs out during the pandemic,TRUE,https://www.yourfeed.social/static/images/stimulii/aj/r_stealing to survive more americans are shoplifting as food aid runs out,FALSE,,,TRUE,,
"swalwell china record under scrutiny after spy story: opposed trump, but pledged to ""hold china...""",TRUE,https://www.yourfeed.social/static/images/stimulii/aj/r_swalwell china record under scrutiny after spy story,FALSE,,,TRUE,,
tensions rise over masks as virus grips smaller us cities,TRUE,https://www.yourfeed.social/static/images/stimulii/aj/r_tensions rise over masks as virus grips smaller us cities,FALSE,,,TRUE,,
"as trump rails against loss, his supporters become more threatening",TRUE,https://www.yourfeed.social/static/images/stimulii/aj/r_trump supporters become more threatening,FALSE,,,TRUE,,
trump touts a false narrative - and forces allies to come along for the lie,TRUE,https://www.yourfeed.social/static/images/stimulii/aj/r_trump touts a false narrative,FALSE,,,TRUE,,
under the rug:' sexual misconduct shakes fbi's senior ranks,TRUE,https://www.yourfeed.social/static/images/stimulii/aj/r_under the rug sexual misconduct shakes fbi senior ranks,FALSE,,,TRUE,,
us and states say facebook illegally crushed competition,TRUE,https://www.yourfeed.social/static/images/stimulii/aj/r_us and states say facebook crushed competition,FALSE,,,TRUE,,
"us govt, states sue facebook for 'predatory' conduct",TRUE,https://www.yourfeed.social/static/images/stimulii/aj/r_us and states sue fb for predatory conduct,FALSE,,,TRUE,,
us weekly jobless claims surge; inflation tame,TRUE,https://www.yourfeed.social/static/images/stimulii/aj/r_us weekly jobless claims surge,FALSE,,,TRUE,,
youtube to remove videos claiming mass election fraud changed election results,TRUE,https://www.yourfeed.social/static/images/stimulii/aj/r_youtube to remove videos claiming mass election fraud,FALSE,,,TRUE,,
Biden approval ratings plummet amid war and inflation fears in new public opinion poll,TRUE,https://www.foxnews.com/politics/biden-approval-ratings-plummet-amid-war-and-inflation-fears-in-new-public-opinion-poll,FALSE,,,TRUE,,
Video: Biden Visits U.S. Troops in Poland,TRUE,https://www.nytimes.com/video/us/politics/100000008271961/biden-poland-troops-ukraine-russia.html,FALSE,,,TRUE,,
Supreme Court Rules Against Navy SEALs in Vaccine Mandate Case,TRUE,https://www.nytimes.com/2022/03/25/us/politics/supreme-court-navy-covid-vaccines.html,FALSE,,,TRUE,,
Biden says Putin ‘cannot remain in power’ as he assures Ukraine: ‘We stand with you’,TRUE,https://www.foxnews.com/politics/biden-says-putin-cannot-remain-in-power,FALSE,,,TRUE,,
Eric Shawn: President Biden calls for regime change in Russia,TRUE,https://video.foxnews.com/v/6301955319001#sp=show-clips,FALSE,,,TRUE,,
Biden to Include Minimum Tax on Billionaires in Budget Proposal,TRUE,https://www.nytimes.com/2022/03/26/us/politics/biden-billionaires-minimum-tax.html,FALSE,,,TRUE,,
Biden Administration Prepares Sweeping Change to Asylum Process,TRUE,https://www.nytimes.com/2022/03/24/us/politics/us-asylum-changes.html,FALSE,,,TRUE,,
Supreme Court Sides With Republicans in Case on Wisconsin Redistricting,TRUE,https://www.nytimes.com/2022/03/23/us/politics/supreme-court-wisconsin-redistricting.html,FALSE,,,TRUE,,
Trump Jr. news curating platform hits #1 in app store in 24 hours: ''Mainstream news without mainstream bias',TRUE,https://www.foxnews.com/politics/trump-jr-news-curating-platform,FALSE,,,TRUE,,
France's Macron warns against escalation after Biden says Putin 'cannot remain in power',TRUE,https://www.foxnews.com/politics/frances-macron-warns-against-escalation-biden-calls-putin-butcher-cannot-remain-in-power,FALSE,,,TRUE,,
"NATO tells Russia to quit 'nuclear saber rattling,' demands China stop 'lies' amid chemical attack threats",TRUE,https://www.foxnews.com/politics/nato-tells-russia-quit-nuclear-saber-rattling-demands-china-stop-lies-chemical-attack-threats,FALSE,,,TRUE,,
"Biden to Ask Congress for 9,000 Fewer Immigration Detention Beds",TRUE,https://www.nytimes.com/2022/03/25/us/politics/biden-immigration-detention-beds.html,FALSE,,,TRUE,,
Nebraska Congressman to Resign After Being Found Guilty of Lying to F.B.I.,TRUE,https://www.nytimes.com/2022/03/26/us/politics/jeff-fortenberry-resigns.html,FALSE,,,TRUE,,
Biden in Europe: 'I'd be very fortunate' if Trump ran again,TRUE,https://www.foxnews.com/politics/biden-europe-press-conference-very-fortunate-trump-rematch,FALSE,,,TRUE,,
Europe and the U.S. Make Ambitious Plans to Reduce Reliance on Russian Gas,TRUE,https://www.nytimes.com/2022/03/25/business/energy-environment/biden-eu-liquefied-natural-gas-deal-russia.html,FALSE,,,TRUE,,
A demand to define ‘woman’ injects gender politics into Jackson’s confirmation hearings.,TRUE,https://www.nytimes.com/2022/03/23/us/politics/ketanji-brown-jackson-woman-definition.html,FALSE,,,TRUE,,
California Man Accused in Capitol Riot Granted Asylum in Belarus,TRUE,https://www.nytimes.com/2022/03/23/world/europe/evan-neumann-capitol-riot-belarus.html,FALSE,,,TRUE,,
Republicans and Democrats Begin to Sharply Diverge on Crime,TRUE,https://www.nytimes.com/2022/03/25/us/politics/republicans-democrats-criminal-justice-reform.html,FALSE,,,TRUE,,
US response to Russian chemical weapons would be 'in kind' says Biden,TRUE,https://www.foxnews.com/politics/us-response-russian-chemical-weapons-in-kind-biden,FALSE,,,TRUE,,
